day,hour,operation
14,06:05,стартовал grafana
14,06:05,стартовал grafana
14,06:06,перешел в status TEST_STOPPING
14,06:06,перешел в status CANCELED
14,06:07,перешел в status TEST_STOPPING
14,06:07,перешел в status CANCELED
14,06:07,перешел в status TEST_STOPPING
14,06:07,перешел в status CANCELED
14,06:07,запустил test
14,06:07,запустил test
14,06:07,запустил test
14,06:08,стартовал grafana
14,06:08,стартовал grafana
14,06:08,стартовал grafana
14,06:27,перешел в status TEST_STOPPING
14,06:27,перешел в status CANCELED
14,06:27,перешел в status TEST_STOPPING
14,06:27,перешел в status CANCELED
14,06:27,перешел в status TEST_STOPPING
14,06:27,перешел в status CANCELED
14,06:29,запустил test
14,06:29,запустил test
14,06:29,запустил test
14,06:29,стартовал grafana
14,06:29,стартовал grafana
14,06:29,стартовал grafana
14,06:32,перешел в status TEST_STOPPING
14,06:32,перешел в status CANCELED
14,06:32,перешел в status TEST_STOPPING
14,06:32,перешел в status CANCELED
14,06:32,перешел в status TEST_STOPPING
14,06:32,перешел в status CANCELED
14,06:39,запустил test
14,06:39,запустил test
14,06:39,запустил test
14,06:39,стартовал grafana
14,06:39,стартовал grafana
14,06:39,стартовал grafana
14,06:42,перешел в status TEST_STOPPING
14,06:42,перешел в status CANCELED
14,06:42,перешел в status TEST_STOPPING
14,06:42,перешел в status CANCELED
14,06:42,перешел в status TEST_STOPPING
14,06:42,перешел в status CANCELED
14,06:43,запустил test
14,06:43,запустил test
14,06:43,запустил test
14,06:43,стартовал grafana
14,06:43,стартовал grafana
14,06:43,стартовал grafana
14,06:47,перешел в status TEST_STOPPING
14,06:47,перешел в status CANCELED
14,06:47,перешел в status TEST_STOPPING
14,06:47,перешел в status CANCELED
14,06:47,перешел в status TEST_STOPPING
14,06:47,перешел в status CANCELED
14,06:49,запустил test
14,06:49,запустил test
14,06:49,запустил test
14,06:49,стартовал grafana
14,06:49,стартовал grafana
14,06:49,стартовал grafana
14,06:51,перешел в status TEST_STOPPING
14,06:51,перешел в status CANCELED
14,06:51,перешел в status TEST_STOPPING
14,06:51,перешел в status CANCELED
14,06:51,перешел в status TEST_STOPPING
14,06:51,перешел в status CANCELED
14,06:53,запустил test
14,06:53,запустил test
14,06:53,запустил test
14,06:53,стартовал grafana
14,06:53,стартовал grafana
14,06:53,стартовал grafana
14,06:56,перешел в status TEST_STOPPING
14,06:56,перешел в status CANCELED
14,06:56,перешел в status TEST_STOPPING
14,06:56,перешел в status CANCELED
14,06:56,перешел в status TEST_STOPPING
14,06:56,перешел в status CANCELED
14,06:58,запустил test
14,06:58,запустил test
14,06:58,стартовал grafana
14,06:58,запустил test
14,06:58,стартовал grafana
14,06:58,стартовал grafana
14,07:00,перешел в status TEST_STOPPING
14,07:00,перешел в status CANCELED
14,07:00,перешел в status TEST_STOPPING
14,07:00,перешел в status CANCELED
14,07:00,перешел в status TEST_STOPPING
14,07:00,перешел в status CANCELED
14,07:01,запустил test
14,07:01,запустил test
14,07:01,запустил test
14,07:01,стартовал grafana
14,07:01,стартовал grafana
14,07:01,стартовал grafana
14,07:03,перешел в status TEST_STOPPING
14,07:03,перешел в status CANCELED
14,07:03,перешел в status TEST_STOPPING
14,07:03,перешел в status CANCELED
14,07:03,перешел в status TEST_STOPPING
14,07:03,перешел в status CANCELED
14,07:05,запустил test
14,07:05,запустил test
14,07:05,запустил test
14,07:05,стартовал grafana
14,07:05,стартовал grafana
14,07:05,стартовал grafana
14,07:10,перешел в status TEST_STOPPING
14,07:10,перешел в status CANCELED
14,07:10,перешел в status TEST_STOPPING
14,07:10,перешел в status CANCELED
14,07:10,перешел в status TEST_STOPPING
14,07:10,перешел в status CANCELED
14,07:13,запустил test
14,07:13,запустил test
14,07:13,запустил test
14,07:13,стартовал grafana
14,07:13,стартовал grafana
14,07:13,стартовал grafana
14,07:48,перешел в status FINISHED
14,07:48,перешел в status FINISHED
14,07:48,перешел в status FINISHED
15,05:17,запустил test
15,05:17,запустил test
15,05:17,запустил test
15,05:20,стартовал grafana
15,05:20,стартовал grafana
15,05:20,стартовал grafana
15,05:55,перешел в status FINISHED
15,05:55,перешел в status FINISHED
15,05:55,перешел в status FINISHED
15,08:42,запустил test
15,08:44,стартовал grafana
15,08:49,перешел в status FINISHED
16,02:30,запустил test
16,02:31,перешел в status TEST_STOPPING
16,02:31,перешел в status FAILED
16,02:32,запустил test
16,02:33,стартовал grafana
16,02:38,перешел в status FINISHED
16,02:54,запустил test
16,03:02,стартовал grafana
16,03:37,перешел в status FINISHED
16,08:21,запустил test
16,08:21,запустил test
16,08:21,запустил test
16,08:24,стартовал grafana
16,08:24,стартовал grafana
16,08:24,стартовал grafana
16,08:45,команда создана в графане
16,08:45,подписка для команды создана
16,08:45,команда создана
16,08:45,зарегистрировался
16,09:00,перешел в status FINISHED
16,09:00,перешел в status FINISHED
16,09:00,перешел в status FINISHED
16,09:22,команда создана в графане
16,09:22,подписка для команды создана
16,09:22,команда создана
16,09:22,зарегистрировался
17,08:37,команда создана в графане
17,08:37,подписка для команды создана
17,08:37,команда создана
17,08:37,зарегистрировался
17,08:42,запустил test
17,08:44,стартовал grafana
17,08:56,перешел в status FINISHED
18,08:22,команда создана в графане
18,08:22,команда создана
18,08:22,подписка для команды создана
18,08:22,зарегистрировался
19,01:31,запустил test
19,01:33,стартовал grafana
19,01:38,перешел в status FINISHED
19,01:41,запустил test
19,01:43,стартовал grafana
19,01:44,перешел в status FAILED
19,02:14,запустил test
19,02:17,стартовал grafana
19,02:17,перешел в status FAILED
19,02:40,запустил test
19,02:41,стартовал grafana
19,02:42,перешел в status FINISHED
19,11:22,команда создана в графане
19,11:22,команда создана
19,11:22,подписка для команды создана
19,11:22,зарегистрировался
20,10:42,команда создана в графане
20,10:42,подписка для команды создана
20,10:42,команда создана
20,10:42,зарегистрировался
20,10:44,команда создана в графане
20,10:44,команда создана
20,10:44,подписка для команды создана
21,12:15,запустил test
21,12:17,стартовал grafana
21,12:17,перешел в status FINISHED
21,10:30,команда создана в графане
21,10:30,команда создана
21,10:30,подписка для команды создана
21,10:30,зарегистрировался
21,10:34,запустил test
21,10:36,стартовал grafana
21,10:38,перешел в status FINISHED
21,11:33,запустил test
21,11:34,стартовал grafana
21,11:39,перешел в status FINISHED
22,12:13,запустил test
22,12:14,стартовал grafana
22,12:16,перешел в status FAILED
22,03:46,запустил test
22,03:48,стартовал grafana
22,03:54,перешел в status FINISHED
23,03:39,команда создана в графане
23,03:39,команда создана
23,03:39,подписка для команды создана
23,03:39,зарегистрировался
23,05:50,запустил test
23,05:52,стартовал grafana
23,05:58,перешел в status FAILED
23,10:24,запустил test
23,10:26,стартовал grafana
23,10:32,перешел в status FAILED
23,11:36,запустил test
23,11:38,стартовал grafana
23,11:41,перешел в status TEST_STOPPING
23,11:41,перешел в status CANCELED
23,11:50,запустил test
23,11:52,стартовал grafana
24,01:27,перешел в status FINISHED
24,11:18,команда создана в графане
24,11:18,зарегистрировался
24,11:18,подписка для команды создана
24,11:18,команда создана
25,03:44,запустил test
25,03:46,стартовал grafana
25,05:22,перешел в status FINISHED
25,06:31,запустил test
25,06:33,стартовал grafana
25,06:34,перешел в status FAILED
25,06:52,запустил test
25,06:54,стартовал grafana
25,06:55,перешел в status FAILED
25,11:59,запустил test
26,12:01,стартовал grafana
26,12:04,перешел в status TEST_STOPPING
26,12:04,перешел в status CANCELED
26,12:15,запустил test
26,12:16,стартовал grafana
26,12:23,перешел в status FINISHED
26,05:52,команда создана в графане
26,05:52,команда создана
26,05:52,подписка для команды создана
26,05:52,зарегистрировался
26,05:52,команда создана в графане
26,05:52,команда создана
26,05:52,подписка для команды создана
26,05:52,зарегистрировался
26,06:52,запустил test
26,06:54,стартовал grafana
26,07:05,перешел в status TEST_STOPPING
26,07:05,перешел в status CANCELED
27,12:34,запустил test
27,12:37,стартовал grafana
27,12:37,перешел в status TEST_STOPPING
27,12:37,перешел в status CANCELED
27,01:44,запустил test
27,01:46,стартовал grafana
27,02:02,перешел в status TEST_STOPPING
27,02:02,перешел в status CANCELED
27,02:33,команда создана в графане
27,02:33,команда создана
27,02:33,зарегистрировался
27,02:33,подписка для команды создана
27,02:37,команда создана в графане
27,02:37,подписка для команды создана
27,02:37,команда создана
27,02:37,зарегистрировался
27,04:44,запустил test
27,04:47,стартовал grafana
27,05:09,перешел в status TEST_STOPPING
27,05:09,перешел в status CANCELED
28,01:45,команда создана в графане
28,01:45,подписка для команды создана
28,01:45,команда создана
28,01:45,зарегистрировался
28,09:22,команда создана в графане
28,09:22,подписка для команды создана
28,09:22,команда создана
28,11:50,запустил test
28,11:52,стартовал grafana
28,11:53,команда создана в графане
28,11:53,подписка для команды создана
28,11:53,команда создана
28,11:53,зарегистрировался
28,11:57,перешел в status FINISHED
29,12:23,запустил test
29,12:27,стартовал grafana
29,01:21,перешел в status FINISHED
29,09:42,запустил test
29,09:44,стартовал grafana
29,09:54,перешел в status TEST_STOPPING
29,09:54,перешел в status CANCELED
29,09:55,запустил test
29,09:59,стартовал grafana
29,10:19,перешел в status TEST_STOPPING
29,10:19,перешел в status CANCELED
29,10:52,команда создана в графане
29,10:52,команда создана
29,10:52,зарегистрировался
29,10:52,подписка для команды создана
29,10:52,ошибка регистрации
29,10:56,обновил подписку
29,11:35,команда создана в графане
29,11:35,подписка для команды создана
29,11:35,команда создана
30,12:02,запустил test
30,12:04,стартовал grafana
30,12:05,перешел в status FINISHED
30,12:15,запустил test
30,12:15,перешел в status FAILED
30,12:16,запустил test
30,12:16,перешел в status FAILED
30,12:16,запустил test
30,12:16,перешел в status FAILED
30,12:17,запустил test
30,12:17,перешел в status FAILED
30,12:18,запустил test
30,12:20,запустил test
30,12:20,перешел в status FAILED
30,12:21,запустил test
30,12:22,стартовал grafana
30,12:22,стартовал grafana
30,12:22,запустил test
30,12:25,стартовал grafana
30,12:27,перешел в status TEST_STOPPING
30,12:27,перешел в status CANCELED
30,12:27,перешел в status TEST_STOPPING
30,12:27,перешел в status CANCELED
30,12:28,перешел в status TEST_STOPPING
30,12:28,перешел в status CANCELED
30,12:28,запустил test
30,12:28,стартовал grafana
30,12:29,перешел в status TEST_STOPPING
30,12:29,перешел в status CANCELED
30,12:29,запустил test
30,12:30,стартовал grafana
30,12:32,перешел в status TEST_STOPPING
30,12:32,перешел в status CANCELED
30,12:33,запустил test
30,12:33,перешел в status TEST_STOPPING
30,12:34,перешел в status FAILED
30,12:35,запустил test
30,12:35,перешел в status FAILED
30,12:37,запустил test
30,12:37,перешел в status FAILED
30,12:38,запустил test
30,12:38,перешел в status TEST_STOPPING
30,12:39,перешел в status FAILED
30,12:39,запустил test
30,12:40,стартовал grafana
30,12:41,перешел в status TEST_STOPPING
30,12:41,перешел в status CANCELED
30,12:42,запустил test
30,12:42,стартовал grafana
30,12:44,перешел в status FINISHED
30,05:03,запустил test
30,05:05,стартовал grafana
30,06:40,перешел в status FINISHED
31,12:35,команда создана в графане
31,12:36,команда создана
31,12:36,подписка для команды создана
31,04:02,запустил test
31,04:04,стартовал grafana
31,05:12,перешел в status FINISHED
31,09:34,команда создана в графане
31,09:34,подписка для команды создана
31,09:34,команда создана
31,09:34,зарегистрировался
31,10:32,запустил test
31,10:34,стартовал grafana
32,12:35,перешел в status FINISHED
32,01:00,запустил test
32,01:01,стартовал grafana
32,03:30,перешел в status FINISHED
32,05:23,запустил test
32,05:25,стартовал grafana
32,07:51,перешел в status FINISHED
32,10:03,запустил test
32,10:04,стартовал grafana
32,10:09,перешел в status FINISHED
33,01:19,запустил test
33,01:21,стартовал grafana
33,01:24,запустил test
33,01:25,стартовал grafana
33,01:30,перешел в status TEST_STOPPING
33,01:30,перешел в status CANCELED
33,01:31,перешел в status TEST_STOPPING
33,01:31,перешел в status CANCELED
33,01:46,запустил test
33,01:48,стартовал grafana
33,01:54,перешел в status FINISHED
33,03:21,запустил test
33,03:22,стартовал grafana
33,03:24,перешел в status FINISHED
33,03:45,запустил test
33,03:47,стартовал grafana
33,03:47,перешел в status FINISHED
33,03:58,запустил test
33,04:00,стартовал grafana
33,04:01,перешел в status TEST_STOPPING
33,04:01,перешел в status CANCELED
33,04:05,запустил test
33,04:07,стартовал grafana
33,04:08,перешел в status FINISHED
33,04:12,команда создана в графане
33,04:12,подписка для команды создана
33,04:12,команда создана
33,04:12,зарегистрировался
33,04:20,запустил test
33,04:22,стартовал grafana
33,04:23,перешел в status FINISHED
33,04:30,запустил test
33,04:32,стартовал grafana
33,04:38,перешел в status FINISHED
33,04:54,ошибка регистрации
33,05:14,запустил test
33,05:16,стартовал grafana
33,05:21,перешел в status FINISHED
33,07:38,запустил test
33,07:40,стартовал grafana
33,07:43,перешел в status TEST_STOPPING
33,07:43,перешел в status CANCELED
33,07:50,запустил test
33,07:52,стартовал grafana
33,07:58,перешел в status FINISHED
34,12:21,запустил test
34,12:23,стартовал grafana
34,12:28,перешел в status FINISHED
34,04:02,запустил test
34,04:06,стартовал grafana
34,04:11,перешел в status TEST_STOPPING
34,04:11,перешел в status CANCELED
34,04:16,запустил test
34,04:18,стартовал grafana
34,05:34,перешел в status FINISHED
34,05:38,ошибка регистрации
35,05:04,запустил test
35,05:06,стартовал grafana
35,05:17,перешел в status TEST_STOPPING
35,05:17,перешел в status CANCELED
36,01:18,запустил test
36,01:22,стартовал grafana
36,01:57,перешел в status FAILED
36,02:41,запустил test
36,02:42,запустил test
36,02:43,стартовал grafana
36,02:45,стартовал grafana
36,03:18,перешел в status FAILED
36,03:27,перешел в status TEST_STOPPING
36,03:27,перешел в status CANCELED
36,04:29,команда создана в графане
36,04:29,команда создана
36,04:29,подписка для команды создана
36,04:29,зарегистрировался
37,02:50,команда создана в графане
37,02:50,подписка для команды создана
37,02:50,команда создана
37,02:50,зарегистрировался
38,12:37,команда создана в графане
38,12:37,подписка для команды создана
38,12:37,зарегистрировался
38,12:37,команда создана
38,05:56,запустил test
38,05:58,стартовал grafana
38,07:18,перешел в status FINISHED
39,12:05,запустил test
39,12:07,стартовал grafana
39,12:08,перешел в status TEST_STOPPING
39,12:08,перешел в status CANCELED
39,12:10,запустил test
39,12:10,стартовал grafana
39,12:15,перешел в status FINISHED
39,04:25,запустил test
39,04:27,стартовал grafana
39,10:36,перешел в status FINISHED
39,11:58,запустил test
39,11:59,стартовал grafana
40,01:27,перешел в status TEST_STOPPING
40,01:27,перешел в status CANCELED
40,02:01,запустил test
40,02:03,стартовал grafana
40,05:38,запустил test
40,05:38,стартовал grafana
40,05:41,перешел в status TEST_STOPPING
40,05:41,перешел в status CANCELED
40,06:03,перешел в status FINISHED
40,07:19,запустил test
40,07:20,перешел в status TEST_STOPPING
40,07:21,перешел в status FAILED
40,07:32,команда создана в графане
40,07:32,подписка для команды создана
40,07:32,команда создана
40,07:32,зарегистрировался
41,01:47,команда создана в графане
41,01:47,команда создана
41,01:47,подписка для команды создана
41,01:47,зарегистрировался
41,10:29,запустил test
41,10:31,стартовал grafana
41,10:36,перешел в status FINISHED
41,11:18,запустил test
41,11:19,стартовал grafana
41,11:20,запустил test
41,11:20,стартовал grafana
41,11:21,перешел в status FINISHED
41,11:23,перешел в status TEST_STOPPING
41,11:23,перешел в status CANCELED
42,12:00,запустил test
42,12:02,стартовал grafana
42,12:12,перешел в status FINISHED
42,12:21,запустил test
42,12:24,стартовал grafana
42,01:18,перешел в status TEST_STOPPING
42,01:18,перешел в status CANCELED
42,01:21,запустил test
42,01:23,стартовал grafana
42,01:40,запустил test
42,01:40,стартовал grafana
42,01:51,перешел в status FINISHED
42,02:05,запустил test
42,02:06,стартовал grafana
42,02:16,перешел в status FINISHED
42,02:24,запустил test
42,02:25,стартовал grafana
42,02:26,перешел в status TEST_STOPPING
42,02:26,перешел в status CANCELED
42,02:32,перешел в status TEST_STOPPING
42,02:32,перешел в status CANCELED
42,02:47,запустил test
42,02:49,стартовал grafana
42,04:02,перешел в status TEST_STOPPING
42,04:02,перешел в status CANCELED
42,05:32,запустил test
42,05:34,стартовал grafana
42,05:35,перешел в status TEST_STOPPING
42,05:35,перешел в status CANCELED
42,05:54,запустил test
42,05:56,стартовал grafana
42,05:57,перешел в status TEST_STOPPING
42,05:57,перешел в status CANCELED
42,06:16,запустил test
42,06:18,стартовал grafana
42,06:23,перешел в status FINISHED
42,06:27,запустил test
42,06:28,стартовал grafana
42,06:44,перешел в status FINISHED
42,10:57,команда создана в графане
42,10:57,команда создана
42,10:57,подписка для команды создана
42,10:57,зарегистрировался
43,08:11,команда создана в графане
43,08:11,команда создана
43,08:11,подписка для команды создана
43,08:11,зарегистрировался
43,09:01,ошибка регистрации
44,12:30,команда создана в графане
44,12:30,команда создана
44,12:30,подписка для команды создана
44,12:30,зарегистрировался
44,11:20,запустил test
44,11:20,перешел в status TEST_STOPPING
44,11:21,перешел в status FAILED
44,11:21,запустил test
44,11:22,стартовал grafana
44,11:37,перешел в status FINISHED
44,11:41,запустил test
44,11:41,перешел в status TEST_STOPPING
44,11:41,перешел в status FAILED
44,11:45,запустил test
44,11:47,стартовал grafana
44,11:56,перешел в status TEST_STOPPING
44,11:56,перешел в status CANCELED
45,02:39,команда создана в графане
45,02:39,подписка для команды создана
45,02:39,зарегистрировался
45,02:39,команда создана
45,04:31,запустил test
45,04:33,стартовал grafana
45,04:36,перешел в status TEST_STOPPING
45,04:36,перешел в status CANCELED
45,04:42,запустил test
45,04:44,стартовал grafana
45,04:52,перешел в status FINISHED
45,04:56,запустил test
45,04:58,стартовал grafana
45,05:05,перешел в status FINISHED
45,05:07,запустил test
45,05:08,стартовал grafana
45,05:20,перешел в status FINISHED
45,07:14,запустил test
45,07:14,перешел в status TEST_STOPPING
45,07:15,перешел в status FAILED
45,07:59,запустил test
45,07:59,перешел в status TEST_STOPPING
45,08:00,перешел в status FAILED
45,08:43,запустил test
45,08:43,запустил test
45,08:43,запустил test
45,08:43,запустил test
45,08:43,запустил test
45,08:43,запустил test
45,08:43,перешел в status TEST_STOPPING
45,08:43,перешел в status TEST_STOPPING
45,08:43,перешел в status TEST_STOPPING
45,08:43,перешел в status TEST_STOPPING
45,08:44,перешел в status TEST_STOPPING
45,08:44,перешел в status FAILED
45,08:44,перешел в status TEST_STOPPING
45,08:44,перешел в status FAILED
45,08:44,перешел в status FAILED
45,08:44,перешел в status FAILED
45,08:44,перешел в status FAILED
45,08:44,перешел в status FAILED
45,09:22,запустил test
45,09:25,стартовал grafana
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:28,запустил test
45,09:29,перешел в status TEST_STOPPING
45,09:29,стартовал grafana
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:29,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,стартовал grafana
45,09:30,перешел в status TEST_STOPPING
45,09:30,стартовал grafana
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status FAILED
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status TEST_STOPPING
45,09:30,перешел в status CANCELED
45,09:30,перешел в status TEST_STOPPING
45,09:31,стартовал grafana
45,09:31,стартовал grafana
45,09:31,стартовал grafana
45,09:31,стартовал grafana
45,09:31,перешел в status FAILED
45,09:31,стартовал grafana
45,09:31,стартовал grafana
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status FAILED
45,09:31,перешел в status FAILED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status FAILED
45,09:31,перешел в status FAILED
45,09:31,перешел в status FAILED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status FAILED
45,09:31,перешел в status FINISHED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status TEST_STOPPING
45,09:31,перешел в status CANCELED
45,09:31,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:33,перешел в status FAILED
45,09:34,запустил test
45,09:36,стартовал grafana
45,09:40,запустил test
45,09:40,запустил test
45,09:40,стартовал grafana
45,09:40,запустил test
45,09:41,запустил test
45,09:41,запустил test
45,09:42,стартовал grafana
45,09:42,запустил test
45,09:42,запустил test
45,09:43,стартовал grafana
45,09:43,запустил test
45,09:43,стартовал grafana
45,09:43,стартовал grafana
45,09:43,запустил test
45,09:44,стартовал grafana
45,09:44,запустил test
45,09:44,стартовал grafana
45,09:44,запустил test
45,09:45,запустил test
45,09:45,стартовал grafana
45,09:45,стартовал grafana
45,09:45,запустил test
45,09:46,запустил test
45,09:46,стартовал grafana
45,09:46,стартовал grafana
45,09:46,запустил test
45,09:47,запустил test
45,09:47,стартовал grafana
45,09:47,стартовал grafana
45,09:47,стартовал grafana
45,09:47,запустил test
45,09:48,запустил test
45,09:48,стартовал grafana
45,09:48,запустил test
45,09:49,запустил test
45,09:49,стартовал grafana
45,09:49,стартовал grafana
45,09:49,запустил test
45,09:50,запустил test
45,09:50,стартовал grafana
45,09:50,стартовал grafana
45,09:50,стартовал grafana
45,09:50,запустил test
45,09:51,запустил test
45,09:51,запустил test
45,09:52,стартовал grafana
45,09:52,запустил test
45,09:52,стартовал grafana
45,09:52,стартовал grafana
45,09:52,запустил test
45,09:53,запустил test
45,09:53,стартовал grafana
45,09:53,стартовал grafana
45,09:53,запустил test
45,09:54,стартовал grafana
45,09:54,запустил test
45,09:54,стартовал grafana
45,09:54,запустил test
45,09:55,запустил test
45,09:55,стартовал grafana
45,09:55,запустил test
45,09:56,стартовал grafana
45,09:56,запустил test
45,09:56,стартовал grafana
45,09:56,запустил test
45,09:57,стартовал grafana
45,09:57,запустил test
45,09:57,стартовал grafana
45,09:57,стартовал grafana
45,09:57,запустил test
45,09:58,запустил test
45,09:58,стартовал grafana
45,09:58,запустил test
45,09:59,стартовал grafana
45,09:59,запустил test
45,09:59,стартовал grafana
45,09:59,запустил test
45,10:00,стартовал grafana
45,10:00,запустил test
45,10:00,стартовал grafana
45,10:00,стартовал grafana
45,10:00,запустил test
45,10:01,запустил test
45,10:01,стартовал grafana
45,10:01,запустил test
45,10:02,запустил test
45,10:02,стартовал grafana
45,10:02,стартовал grafana
45,10:02,запустил test
45,10:03,стартовал grafana
45,10:03,запустил test
45,10:03,стартовал grafana
45,10:03,стартовал grafana
45,10:03,запустил test
45,10:04,запустил test
45,10:04,стартовал grafana
45,10:04,стартовал grafana
45,10:04,запустил test
45,10:05,запустил test
45,10:05,запустил test
45,10:05,стартовал grafana
45,10:06,стартовал grafana
45,10:06,запустил test
45,10:06,стартовал grafana
45,10:06,запустил test
45,10:07,стартовал grafana
45,10:07,стартовал grafana
45,10:07,запустил test
45,10:07,запустил test
45,10:08,запустил test
45,10:08,стартовал grafana
45,10:08,запустил test
45,10:08,перешел в status FAILED
45,10:09,стартовал grafana
45,10:09,перешел в status FAILED
45,10:09,стартовал grafana
45,10:09,запустил test
45,10:09,перешел в status FAILED
45,10:09,стартовал grafana
45,10:09,запустил test
45,10:10,стартовал grafana
45,10:10,запустил test
45,10:10,запустил test
45,10:11,запустил test
45,10:11,перешел в status FAILED
45,10:11,перешел в status FAILED
45,10:11,стартовал grafana
45,10:11,запустил test
45,10:11,перешел в status FAILED
45,10:12,стартовал grafana
45,10:12,запустил test
45,10:12,перешел в status FAILED
45,10:12,запустил test
45,10:12,перешел в status FAILED
45,10:13,запустил test
45,10:13,перешел в status FAILED
45,10:13,запустил test
45,10:13,перешел в status FAILED
45,10:14,запустил test
45,10:14,перешел в status FAILED
45,10:14,запустил test
45,10:14,перешел в status FAILED
45,10:15,запустил test
45,10:15,перешел в status FAILED
45,10:15,запустил test
45,10:15,перешел в status FAILED
45,10:16,запустил test
45,10:16,перешел в status FAILED
45,10:16,запустил test
45,10:16,перешел в status FAILED
45,10:17,запустил test
45,10:17,перешел в status FAILED
45,10:17,запустил test
45,10:17,перешел в status FAILED
45,10:18,запустил test
45,10:18,перешел в status FAILED
45,10:18,запустил test
45,10:18,перешел в status FAILED
45,10:19,запустил test
45,10:19,перешел в status FAILED
45,10:19,запустил test
45,10:19,перешел в status FAILED
45,10:20,запустил test
45,10:20,перешел в status FAILED
45,10:20,запустил test
45,10:20,перешел в status FAILED
45,10:21,запустил test
45,10:21,перешел в status FAILED
45,10:21,запустил test
45,10:21,перешел в status FAILED
45,10:22,запустил test
45,10:22,запустил test
45,10:24,запустил test
45,10:24,стартовал grafana
45,10:24,запустил test
45,10:24,перешел в status FAILED
45,10:24,перешел в status FAILED
45,10:24,стартовал grafana
45,10:27,запустил test
45,10:29,стартовал grafana
45,10:30,запустил test
45,10:30,перешел в status FAILED
45,10:33,запустил test
45,10:35,стартовал grafana
45,10:36,запустил test
45,10:38,стартовал grafana
45,10:39,запустил test
45,10:41,стартовал grafana
45,10:42,запустил test
45,10:44,стартовал grafana
45,10:45,запустил test
45,10:46,стартовал grafana
45,10:48,запустил test
45,10:50,стартовал grafana
45,10:51,запустил test
