day,hour,operation
45,10:52,запустил test
45,10:52,запустил test
45,10:52,стартовал grafana
45,10:53,запустил test
45,10:54,стартовал grafana
45,10:54,стартовал grafana
45,10:55,запустил test
45,10:55,стартовал grafana
45,10:56,запустил test
45,10:57,стартовал grafana
45,10:58,запустил test
45,10:59,стартовал grafana
45,10:59,запустил test
45,11:00,стартовал grafana
45,11:01,запустил test
45,11:02,стартовал grafana
45,11:02,запустил test
45,11:03,стартовал grafana
45,11:04,запустил test
45,11:05,стартовал grafana
45,11:05,запустил test
45,11:06,стартовал grafana
45,11:07,запустил test
45,11:08,стартовал grafana
45,11:08,запустил test
45,11:09,стартовал grafana
45,11:10,запустил test
45,11:10,стартовал grafana
45,11:11,запустил test
45,11:12,стартовал grafana
45,11:13,запустил test
45,11:13,стартовал grafana
45,11:14,запустил test
45,11:15,стартовал grafana
45,11:16,запустил test
45,11:17,стартовал grafana
45,11:17,запустил test
45,11:19,стартовал grafana
45,11:19,запустил test
45,11:19,стартовал grafana
45,11:20,запустил test
45,11:21,перешел в status FAILED
45,11:22,запустил test
45,11:23,стартовал grafana
45,11:23,запустил test
45,11:24,стартовал grafana
45,11:25,запустил test
45,11:26,стартовал grafana
45,11:26,запустил test
45,11:27,стартовал grafana
45,11:28,запустил test
45,11:28,стартовал grafana
45,11:29,запустил test
45,11:30,стартовал grafana
45,11:31,запустил test
45,11:31,стартовал grafana
45,11:32,запустил test
45,11:33,стартовал grafana
45,11:34,запустил test
45,11:35,стартовал grafana
45,11:35,запустил test
45,11:37,стартовал grafana
45,11:37,запустил test
45,11:37,стартовал grafana
45,11:38,запустил test
45,11:39,стартовал grafana
45,11:40,запустил test
45,11:40,стартовал grafana
45,11:41,запустил test
45,11:42,стартовал grafana
45,11:43,запустил test
45,11:43,стартовал grafana
45,11:44,запустил test
45,11:45,стартовал grafana
45,11:46,запустил test
45,11:47,стартовал grafana
45,11:47,запустил test
45,11:49,стартовал grafana
45,11:49,запустил test
45,11:50,стартовал grafana
45,11:50,запустил test
45,11:51,стартовал grafana
45,11:52,запустил test
45,11:52,стартовал grafana
45,11:53,запустил test
45,11:54,стартовал grafana
45,11:55,запустил test
45,11:55,стартовал grafana
45,11:56,запустил test
45,11:57,стартовал grafana
45,11:58,запустил test
45,11:58,стартовал grafana
45,11:59,запустил test
46,12:00,стартовал grafana
46,12:01,запустил test
46,12:02,стартовал grafana
46,12:02,запустил test
46,12:03,стартовал grafana
46,12:04,запустил test
46,12:04,стартовал grafana
46,12:05,запустил test
46,12:06,стартовал grafana
46,12:07,запустил test
46,12:07,стартовал grafana
46,12:08,запустил test
46,12:09,стартовал grafana
46,12:10,запустил test
46,12:11,стартовал grafana
46,12:11,запустил test
46,12:12,стартовал grafana
46,12:13,запустил test
46,12:13,стартовал grafana
46,12:14,запустил test
46,12:15,стартовал grafana
46,12:16,запустил test
46,12:16,стартовал grafana
46,12:17,запустил test
46,12:18,стартовал grafana
46,12:19,запустил test
46,12:20,стартовал grafana
46,12:20,запустил test
46,12:21,стартовал grafana
46,12:22,запустил test
46,12:22,стартовал grafana
46,12:23,запустил test
46,12:24,стартовал grafana
46,12:25,запустил test
46,12:26,стартовал grafana
46,12:26,запустил test
46,12:27,стартовал grafana
46,12:28,запустил test
46,12:29,стартовал grafana
46,12:29,запустил test
46,12:30,стартовал grafana
46,12:31,запустил test
46,12:31,стартовал grafana
46,12:32,запустил test
46,12:33,стартовал grafana
46,12:34,запустил test
46,12:34,стартовал grafana
46,12:35,запустил test
46,12:36,стартовал grafana
46,12:37,запустил test
46,12:38,стартовал grafana
46,12:38,запустил test
46,12:39,стартовал grafana
46,12:40,запустил test
46,12:41,стартовал grafana
46,12:41,запустил test
46,12:42,стартовал grafana
46,12:43,запустил test
46,12:43,стартовал grafana
46,12:44,запустил test
46,12:45,стартовал grafana
46,12:46,запустил test
46,12:47,стартовал grafana
46,12:47,запустил test
46,12:48,стартовал grafana
46,12:49,запустил test
46,12:49,стартовал grafana
46,12:50,запустил test
46,12:51,стартовал grafana
46,12:52,запустил test
46,12:52,стартовал grafana
46,12:53,запустил test
46,12:54,стартовал grafana
46,12:55,запустил test
46,12:56,стартовал grafana
46,12:56,запустил test
46,12:57,стартовал grafana
46,12:58,запустил test
46,12:58,стартовал grafana
46,12:59,запустил test
46,01:00,стартовал grafana
46,01:01,запустил test
46,01:02,стартовал grafana
46,01:02,запустил test
46,01:02,стартовал grafana
46,01:04,запустил test
46,01:04,стартовал grafana
46,01:05,запустил test
46,01:06,стартовал grafana
46,01:07,запустил test
46,01:08,стартовал grafana
46,01:08,запустил test
46,01:09,стартовал grafana
46,01:10,запустил test
46,01:10,стартовал grafana
46,01:11,запустил test
46,01:12,стартовал grafana
46,01:13,запустил test
46,01:14,стартовал grafana
46,01:14,запустил test
46,01:15,стартовал grafana
46,01:16,запустил test
46,01:17,стартовал grafana
46,01:17,запустил test
46,01:18,стартовал grafana
46,01:19,запустил test
46,01:19,стартовал grafana
46,01:20,запустил test
46,01:21,стартовал grafana
46,01:22,запустил test
46,01:22,стартовал grafana
46,01:23,запустил test
46,01:24,стартовал grafana
46,01:25,запустил test
46,01:25,стартовал grafana
46,01:26,запустил test
46,01:27,стартовал grafana
46,01:28,запустил test
46,01:28,стартовал grafana
46,01:29,запустил test
46,01:30,стартовал grafana
46,01:31,запустил test
46,01:32,стартовал grafana
46,01:32,запустил test
46,01:34,стартовал grafana
46,01:34,запустил test
46,01:35,стартовал grafana
46,01:35,запустил test
46,01:36,стартовал grafana
46,01:37,запустил test
46,01:37,стартовал grafana
46,01:38,запустил test
46,01:39,стартовал grafana
46,01:41,стартовал grafana
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:44,перешел в status CANCELED
46,01:44,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:45,перешел в status TEST_STOPPING
46,01:45,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status TEST_STOPPING
46,01:46,перешел в status CANCELED
46,01:46,перешел в status FINISHED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:47,перешел в status CANCELED
46,01:47,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:48,перешел в status TEST_STOPPING
46,01:48,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status FAILED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status TEST_STOPPING
46,01:49,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status FAILED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status FAILED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status FAILED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status FAILED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status CANCELED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status FAILED
46,01:50,перешел в status FAILED
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status TEST_STOPPING
46,01:50,перешел в status FAILED
46,01:50,перешел в status FAILED
46,01:51,перешел в status FAILED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status FAILED
46,01:51,перешел в status FAILED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status FAILED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status FAILED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:51,перешел в status FAILED
46,01:51,перешел в status TEST_STOPPING
46,01:51,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status FAILED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:52,перешел в status TEST_STOPPING
46,01:52,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,01:53,перешел в status TEST_STOPPING
46,01:53,перешел в status CANCELED
46,02:30,запустил test
46,02:32,стартовал grafana
46,02:34,запустил test
46,02:34,запустил test
46,02:35,стартовал grafana
46,02:36,стартовал grafana
46,02:37,перешел в status FINISHED
46,02:38,перешел в status TEST_STOPPING
46,02:38,перешел в status CANCELED
46,02:38,перешел в status TEST_STOPPING
46,02:38,перешел в status CANCELED
46,02:41,запустил test
46,02:43,стартовал grafana
46,02:45,перешел в status TEST_STOPPING
46,02:45,перешел в status CANCELED
46,05:31,запустил test
46,05:31,стартовал grafana
46,05:32,запустил test
46,05:34,стартовал grafana
46,05:42,перешел в status FINISHED
46,05:44,перешел в status FINISHED
46,07:49,запустил test
46,07:54,стартовал grafana
46,07:56,перешел в status TEST_STOPPING
46,07:56,перешел в status CANCELED
46,08:28,запустил test
46,08:30,стартовал grafana
46,08:42,перешел в status FINISHED
46,10:59,запустил test
46,10:59,перешел в status TEST_STOPPING
46,10:59,перешел в status FAILED
46,11:03,перешел в status FAILED
46,11:18,запустил test
46,11:20,стартовал grafana
46,11:25,перешел в status FINISHED
47,12:57,запустил test
47,01:00,стартовал grafana
47,01:17,запустил test
47,01:18,перешел в status TEST_STOPPING
47,01:18,перешел в status CANCELED
47,01:18,стартовал grafana
47,02:24,перешел в status FINISHED
47,06:35,запустил test
47,06:37,стартовал grafana
47,06:44,перешел в status FINISHED
47,08:10,запустил test
47,08:11,стартовал grafana
47,08:15,перешел в status FINISHED
47,08:24,запустил test
47,08:26,стартовал grafana
47,09:32,перешел в status FINISHED
48,12:08,команда создана в графане
48,12:08,команда создана
48,12:08,подписка для команды создана
48,12:08,зарегистрировался
48,05:18,запустил test
48,05:20,стартовал grafana
48,05:32,перешел в status FINISHED
48,10:45,команда создана в графане
48,10:45,команда создана
48,10:45,подписка для команды создана
48,10:45,зарегистрировался
49,01:07,запустил test
49,01:09,стартовал grafana
49,01:14,перешел в status FINISHED
50,12:02,запустил test
50,12:05,стартовал grafana
50,01:31,перешел в status FINISHED
50,03:25,ошибка регистрации
50,06:14,запустил test
50,06:15,стартовал grafana
50,06:26,перешел в status FINISHED
50,06:26,запустил test
50,06:26,стартовал grafana
50,06:33,перешел в status FAILED
50,07:55,запустил test
50,07:58,стартовал grafana
50,08:59,перешел в status TEST_STOPPING
50,08:59,перешел в status CANCELED
50,09:28,запустил test
50,09:30,стартовал grafana
50,10:51,перешел в status FINISHED
51,01:49,команда создана в графане
51,01:49,подписка для команды создана
51,01:49,команда создана
51,01:49,зарегистрировался
52,12:04,запустил test
52,12:06,стартовал grafana
52,12:07,перешел в status FAILED
52,12:25,запустил test
52,12:28,стартовал grafana
52,12:31,перешел в status FAILED
52,12:33,запустил test
52,12:35,стартовал grafana
52,12:46,перешел в status FINISHED
52,01:49,команда создана в графане
52,01:49,подписка для команды создана
52,01:49,команда создана
52,01:49,зарегистрировался
52,04:24,запустил test
52,04:28,стартовал grafana
52,05:21,перешел в status TEST_STOPPING
52,05:21,перешел в status CANCELED
52,10:40,команда создана в графане
52,10:40,подписка для команды создана
52,10:40,команда создана
52,10:40,зарегистрировался
53,12:41,запустил test
53,12:43,стартовал grafana
53,12:59,перешел в status FINISHED
53,03:17,команда создана в графане
53,03:17,подписка для команды создана
53,03:17,зарегистрировался
53,03:17,команда создана
53,03:39,запустил test
53,03:40,стартовал grafana
53,03:42,перешел в status FINISHED
53,04:19,запустил test
53,04:21,стартовал grafana
53,04:25,перешел в status FINISHED
53,04:26,запустил test
53,04:27,стартовал grafana
53,04:42,перешел в status FINISHED
